number,name,date,proponents,parties,link,processing_status,processing_result,summary,keywords
2210146,윤석열 정부 12ㆍ3 내란 행위의 진상규명을 위한 특별검사 임명 등에 관한 법률안,2025-04-25,"['이성윤', '김문수', '김병주', '김윤덕', '김현정', '민형배', '박지원', '박희승', '서미화', '서영교', '양부남', '윤준병', '추미애']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2T5S0S4R2R3Z1A8Y2Z3X1V1W3E2E5,1,,"제안이유\n윤석열 전 대통령은 2024년 12월 3일 「대한민국헌법」 및 「계엄법」에 반하는 위헌ㆍ위법적 비상계엄을 선포하였고, 계엄사령부 포고령 제1호를 통해 국회 활동 등 일체의 정치활동을 금지함으로써 헌법이 부여하고 있는 계엄에 대한 국회의 통제 권한을 무력화하기 위한 시도를 하였으며, 비상계엄 해제 요청의 건에 대한 심사를 위해 국회 본청에 모여 있는 국회의원들을 불법체포하기 위해 군 무장병력을 투입하는 등 헌법과 법률이 정한 절차에 의하지 아니하고 강압에 의해 헌법기관인 국회와 중앙선거관리위원회의 권능행사를 불가능하게 하여 내란우두머리로서 국헌 문란 목적의 내란을 저지름.\n2025년 4월 4일, 헌법재판소가 윤석열 전 대통령을 8명 헌법재판관 전원일치 결정으로 파면하여 위헌ㆍ위법적 비상계엄이 사법적 판단을 통해 인정되었는데도, 기존 수사기관을 통한 내란의 진상규명을 기대하기 어려운 상황임.\n이에 독립적 지위를 갖고 수사 역량을 갖춘 특별검사를 임명하여, 윤석열 대통령 및 주요 혐의자들의 내란 행위의 진상을 규명하고 처벌하고자 함.\n주요내용\n가. 윤석열 정부 12ㆍ3 내란 행위의 진상규명을 위한 특별검사 임명과 그 직무 등에 관하여 필요한 사항을 규정함(안 제1조).\n나. 특별검사의 수사대상은 제1호부터 제8호까지의 사건과 이 사건의 수사과정에서 인지된 관련 사건 및 특별검사의 수사에 대한 방해행위임(안 제2조).\n다. 특별검사후보자추천의뢰서를 받은 교섭단체와 비교섭단체는 각각 1명의 특별검사후보자를 선정하여, 2명의 특별검사후보자를 대통령에게 서면으로 추천하고, 대통령이 이 중 1명을 특별검사로 임명하도록 하되, 대통령이 임명하지 않을 경우 후보자 중 연장자가 임명된 것으로 봄(안 제3조).\n라. 특별검사는 필요한 경우 파견검사 30명, 파견검사를 제외한 파견공무원 60명 이내로 관계 기관의 장에게 소속 공무원의 파견근무 등을 요청할 수 있으며, 대통령은 특별검사가 추천하는 4명의 특별검사보를 임명하여야 하고, 특별검사는 60명 이내의 특별수사관을 임명할 수 있음(안 제6조 및 제8조).\n마. 특별검사는 수사대상 사건 중 검사 또는 군검사가 기소하여 공소 유지중인 사건에 대하여 이첩을 요구할 수 있으며, 필요한 경우 이첩을 요구할 당시 공소를 수행한 검사 또는 군검사에게 특별검사의 지휘를 받아 계속 공소를 수행하도록 할 수 있음(안 제7조)\n바. 특별검사 등은 직무상 알게 된 비밀을 누설하여서는 아니 되고, 특별한 경우를 제외하고는 수사내용을 공표하거나 누설하여서는 아니 되며, 파견된 공무원은 직무수행 중 지득한 정보를 소속 기관에 보고하여서는 아니 됨(안 제9조).\n사. 특별검사는 임명된 날부터 20일간 직무수행에 필요한 준비를 할 수 있고 그 기간 증거인멸을 막기 위해 신속한 증거 수집이 필요한 경우 관련 수사를 진행할 수 있으며, 준비기간이 만료된 날의 다음 날부터 90일 이내에 수사를 완료하고 공소제기 여부를 결정하여야 하나, 그러하기 어려운 경우에는 대통령과 국회 보고 후 1회에 한하여 수사기간을 30일 연장할 수 있고, 수사 기간 연장에도 불구하고 그 기간 내에 수사를 완료하지 못하거나 공소제기 여부를 결정하기 어려운 경우 대통령의 승인을 받아 1회에 한하여 수사기간을 30일 연장할 수 있음(안 제10조).\n아. 특별검사 또는 특별검사의 명을 받은 특별검사보는 수사대상 사건에 대하여 국민의 알권리 보장을 위하여 피의사실 이외의 수사과정에 관한 언론 브리핑을 실시할 수 있음(안 제13조).\n자. 특별검사와 특별검사보는 탄핵 또는 금고 이상의 형을 선고받지 아니하고는 파면되지 아니함(안 제17조).","['내란', '박원순', '대통령', '12·3비상계엄', '6·3대통령선거', '비상계엄사태', '내란사태', '비상계엄', '헌정질서', '12·3내란사태', '12·3비상계엄사태', '헌법재판소', '계엄', '윤석열', '정치적논란', '탄핵', '윤석열정권', '내란심판', '12·3내란']"
2210145,정부기관 및 공공법인 등의 광고시행에 관한 법률 일부개정법률안,2025-04-25,"['최민희', '권향엽', '김남근', '김윤', '김현', '양부남', '이연희', '이재정', '이정헌', '임미애', '정동영', '조인철', '황명선', '황정아']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_U2U5C0C4A2B4A1A4Z0Z5H1H7G1E9F4,1,,"제안이유 및 주요내용\n‘기사형광고’가 사회적 논란이 되고 있는 상황에서 정부부처와 지자체, 공공기관들이 시행하는 정부광고에서도 기사형광고가 관행화되어 있음. 공공기관의 동정을 일방적으로 소개하는 기사와 기관장을 홍보하는 인터뷰가 광고 표시 없이 기사로 보도되면서 독자를 눈속임하는 일이 벌어지고 있는 것임.\n또한 한 해에 1조원이 넘는 국민 세금이 정부광고 비용으로 사용되면서 상세내역을 공개하라는 지적이 제기되면서 공개가 이뤄지고 있지만 법적근거를 마련해 제도화시킬 필요가 있음.\n이에 모든 형태의 정부광고에는 광고료가 지급된 사실을 독자 등이 명확히 인식할 수 있게 적합한 표시를 하도록 하고, 정부광고의 세부 집행내역을 상시적으로 공개하도록 하고자 함(안 제9조제2항 및 제3항, 제14조의2 신설).\n아울러 현행법에서 일부 협찬을 정부광고에서 예외로 운영할 수 있도록 하면서 불명확하게 규정한 부분으로 인해 혼선이 발생하고 협찬이 악용되는 빌미가 될 수 있어 유료로 집행되는 협찬은 정부광고에 해당되도록 하는 등 기준을 정비함(안 제2조제3호, 제9조제1항).\n개정안이 시행될 경우 정부광고의 투명성과 효율성이 높아짐과 동시에 정부기관등과 언론의 부적절한 유착을 근절시킬 수 있으며 언론에 대한 신뢰도 또한 향상시킬 수 있을 것으로 기대됨.","['허위사실보도', '홍보', '상업화', '정부광고', '법적근거', '사법신뢰', '광고캠페인', '정부통제', '국민만족도', '정치적논란', '국가세금', '1조원']"
2210144,국가재정법 일부개정법률안,2025-04-25,"['이강일', '김남근', '김병기', '김주영', '양부남', '이성윤', '장철민', '채현일', '한정애', '허성무']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_N2L5M0W4W2U2V1D1E4C8D1B9B8A8W0,1,,제안이유 및 주요내용\n「금융투자피해보상공사 설립 등에 관한 법률안」에 불공정거래행위로 인하여 피해를 받은 투자자 구제에 필요한 재원을 확보하기 위하여 금융투자피해보상기금을 설치하는 내용을 포함함에 따라 기금 설치의 근거 법률인 현행법을 동시에 개정하려는 것임(안 별표 2 제72호 신설).\n참고사항\n이 법률안은 이강일의원이 대표발의한 「금융투자피해보상공사 설립 등에 관한 법률안」(의안번호 제10141호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정하여야 할 것임.,"['보상청구권', '225억원', '투자자', '국채수익률', 'ETF투자', '확장재정', '금융시장변동성', '지원금', '사기적부정거래', '재정안정화', '불공정거래행위', '자산운용']"
2210143,예금자보호법 일부개정법률안,2025-04-25,"['이강일', '김남근', '김병기', '김주영', '양부남', '이성윤', '장철민', '채현일', '한정애', '허성무']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_H2P5P0N4O2N2N1L1T4U9S3T6R2S3Q1,1,,제안이유 및 주요내용\n「금융투자피해보상공사 설립 등에 관한 법률안」에 불공정거래행위로 인하여 피해를 받은 투자자 구제에 필요한 재원을 확보하기 위하여 금융투자피해보상기금을 설치하는 내용을 포함함에 따라 기금 설치의 근거 법률인 현행법을 동시에 개정하려는 것임(안 제26조의3제3항제6호 신설).\n참고사항\n이 법률안은 이강일의원이 대표발의한 「금융투자피해보상공사 설립 등에 관한 법률안」(의안번호 제10141호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.,"['보증', '예금자보호법', '투자자', '외국인투자', 'ETF투자', 'ETF', '예금자보호한도', '불공정거래행위', '자산운용', '예금']"
2210142,자본시장과 금융투자업에 관한 법률 일부개정법률안,2025-04-25,"['이강일', '김남근', '김병기', '김주영', '양부남', '이성윤', '장철민', '채현일', '한정애', '허성무']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_B2C5A0B4Z2X2Y1G1H5F0F4D2C5D1K6,1,,"제안이유 및 주요내용\n「금융투자피해보상공사 설립 등에 관한 법률안」에 불공정거래행위로 인하여 피해를 받은 투자자 구제에 필요한 재원을 확보하기 위하여 금융투자피해보상기금을 설치하는 내용을 포함함에 따라 징수한 과징금을 해당 기금에 귀속시켜 투자자 피해 구제를 위한 재원을 체계적으로 확보하려는 것임(안 제429조제7항, 제429조의2제5항, 제429조의3제4항 신설).\n참고사항\n이 법률안은 이강일의원이 대표발의한 「금융투자피해보상공사 설립 등에 관한 법률안」(의안번호 제10141호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.","['투자자', '자본시장법', '과징금', 'ETF투자', '금융시장변동성', '사기적부정거래', '불공정거래행위', '자본시장', '자산운용', '투자분쟁']"
2210141,금융투자피해보상공사 설립 등에 관한 법률안,2025-04-25,"['이강일', '김남근', '김병기', '김주영', '양부남', '이성윤', '장철민', '채현일', '한정애', '허성무']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_L2U5S0S4Q0R8Q1Q8Y2W9X2V8W7U5V6,1,,"제안이유\n자본시장이 발달하면서 대규모 환매 중단 사태, 부실 사모펀드 사기 사건 등 자본시장에서 발생한 불공정거래행위로 인해 일반 투자자들이 막대한 피해를 입는 사례가 빈번히 발생하고 있음.\n그러나 현행 법제도는 투자자 피해의 사후적 구제를 위한 체계가 부재하거나 미비하여, 피해 회복이 지연되거나 실질적인 보상이 이루어지지 않는 한계가 명확히 드러나고 있음.\n특히 무인가ㆍ무등록 금융판매, 허위ㆍ과장 광고, 내부자거래 등 불공정행위에 따른 피해는 대부분 정보에 취약한 개인 투자자에게 집중되고 있으며, 이로 인해 자본시장에 대한 불신이 확산되고 시장 신뢰도 역시 심각하게 저하되고 있음.\n이에 본 법안은 자본시장 내 불공정거래행위로 인한 투자자 피해를 신속하고 실효적으로 구제하기 위해, <금융투자피해보상기금>을 설치하고 이를 전문적으로 관리ㆍ운영할 독립 법인인 금융투자피해보상공사를 설립하고자 함.\n공사는 기금의 운용을 비롯하여 정부 위탁 업무, 피해 예방을 위한 시장감시 기능 강화 사업 등을 수행하도록 함. 한편, 투자자보호와 공사의 독립성, 전문성을 제고하기 위해 운영위원회를 설치하고, 이사회 및 심의위원회 등 내부 통제장치를 마련하였음.\n아울러 공사는 기존의 예금보험기금채권상환기금 등을 재원으로 설립하되, 투자자 보호와 금융질서 유지를 위한 자금 조달 수단으로 기금채권을 발행할 수 있으며, 정부는 공사의 설립ㆍ운영에 필요한 경우 국유재산을 무상으로 대부할 수 있도록 하여 제도 운영의 실효성을 확보하고자 하였음.\n이번 제정안을 통해 투자자 피해를 단순히 민사소송 등 개별적 분쟁 해결에 맡기는 것을 넘어, 공적 구조를 통한 신속하고 제도화된 피해구제체계를 마련함으로써 투자자 보호를 실질화하고, 자본시장에 대한 국민적 신뢰를 회복하고자 함.\n주요내용\n가. 자본시장과 금융투자업에서 발생하는 불공정거래행위로 인한 투자자 피해를 구제하기 위하여 금융투자피해보상기금을 설치하고, 해당 기금을 운용ㆍ관리할 전문기관으로 금융투자피해보상공사를 설립하고자 함(안 제1조 및 제3조).\n나. 공사는 무자본특수법인으로 하고자 함(안 제4조).\n다. 공사가 아닌 자는 그 명칭 또는 이와 유사한 명칭을 사용할 수 없도록 하는 등 유사명칭 사용에 따른 투자자의 금융피해 발생을 예방할 수 있도록 함(안 제8조).\n라. 공사의 운영에 관한 기본방침의 수립 등 주요 사항을 심의ㆍ의결하는 운영위원회를 설치하도록 함(안 제9조).\n마. 공사는 사장 1명, 부사장을 포함한 5명의 이사와 감사 1명을 두고, 사장은 금융위원회 위원장의 제청으로 대통령이 임면하며, 이사와 감사는 금융위원회가 임면하도록 함(안 제12조).\n바. 사장은 업무를 수행하기 위하여 필요하다고 인정하면 관계 행정기관 또는 법인ㆍ단체에 그 소속 공무원 또는 임직원의 파견을 요청할 수 있도록 함(안 제18조).\n사. 공사는 금융투자피해보상기금의 관리 및 운용, 투자자를 보호하기 위하여 정부가 위탁하거나 지정하는 업무, 불공정거래행위 예방을 위한 시장감시 기능 강화 사업 등의 업무를 수행하도록 함(안 제21조).\n아. 불공정거래행위로 인하여 피해를 입은 투자자에 대한 보상여부를 심의하기 위하여 금융투자피해보상심의위원회를 두도록 함(안 제23조).\n자. 불공정거래행위로 인하여 피해를 입은 투자자 피해를 구제하고, 공정한 금융거래 질서를 확립하기 위하여 공사에 금융투자피해보상기금을 설치하도록 함(안 제27조).\n차. 공사의 재원으로 과징금, 벌과금 외에 정부 차입금과 예금보험기금채권상환기금의 출연금 등을 사용할 수 있도록 함(안 제28조).\n카. 공사의 설립ㆍ운영에 필요하면 「국유재산법」에도 불구하고 정부가 국유재산을 무상으로 대부할 수 있도록 함(안 제29조).\n타. 공사는 투자자보호 및 금융거래질서 안정에 필요한 자금을 조달하기 위하여 위원회의 의결을 거쳐 기금의 부담으로 금융투자피해보상기금채권을 발행할 수 있도록 함(안 제30조).\n파. 금융위원회는 공사의 업무를 감독하며 그 감독상 필요한 명령을 할 수 있도록 함(안 제36조).\n참고사항\n이 법률안은 이강일의원이 대표발의한 「국가재정법 일부개정법률안」(의안번호 제10144호), 「예금자보호법 일부개정법률안」(의안번호 제10143호), 「자본시장과 금융투자업에 관한 법률 일부개정법률안」(의안번호 제10142호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.","['상습사기', '225억원', '사모펀드(PEF)', '불공정거래', 'MSCI리밸런싱', '투자자', '투자자보호', '외국인투자', '경제개혁연대', '판매대금미정산', '사기적부정거래', '재정안정화', '불공정거래행위', '자본시장', '허위광고', '투자분쟁']"
2210140,방송통신위원회의 설치 및 운영에 관한 법률 일부개정법률안,2025-04-25,"['최민희', '권향엽', '김남근', '김윤', '김현', '박해철', '양부남', '이연희', '이재정', '이정헌', '임미애', '정동영', '정성호', '조인철', '황명선', '황정아']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_S2S5Q0R4Q2Q4Y1W4X0V4W1U1V6Q9P2,1,,"제안이유 및 주요내용\n과학기술정보통신부의 소관사무 중 방송ㆍ통신의 융합ㆍ진흥을 삭제하는 「정부조직법 일부개정법률안」이 발의되었으므로, 이에 따라 해당 사무를 방송통신위원회로 이관할 필요가 있음.\n이에 방송통신위원회의 소관사무에 유료방송정책을 포함하고, 심의ㆍ의결 사항에 방송채널사용사업자의 승인ㆍ등록에 관한 사항, 위성방송사업자ㆍ종합유선방송사업자ㆍ중계유선방송사업자의 허가에 관한 사항, 음악유선방송사업자ㆍ전광판방송사업자의 등록에 관한 사항, 「인터넷 멀티미디어 방송사업법」에 따른 인터넷 멀티미디어 방송사업자의 허가ㆍ승인ㆍ등록에 관한 사항을 규정함으로서 방송에 관한 사항을 방송통신위원회가 총괄하도록 하여 효율적 운영을 도모하려는 것임(안 제11조, 제12조).\n아울러 업무 범위가 늘어난 방송통신위원회의 위원을 9명으로 확대하여 3명은 대통령이 지명하고 6명은 국회가 추천하되 비교섭단체까지 포함하는 야당이 3명을 추천하도록 하는 등 합의제 행정기구로서 합의 과정을 보다 다양하고 폭넓게 하고자 함. 아울러 상임위원을 종전 5명에서 3명으로 축소하여 의결사항 후속조치 등 일상업무의 집중도를 높여 빠르고 효율적인 업무집행이 이뤄지도록 하고자 함(안 제4조, 제5조).\n참고사항\n이 법률안은 최민희의원이 대표발의한 「정부조직법 일부개정법률안」(의안번호 제9881호)의 의결을 전제로 하는 것이므로 같은 법률안이 의결되지 아니하거나 수정의결되는 경우에는 이에 맞추어 조정되어야 할 것임.","['종합유선방송사업자', '방송통신위원회(방통위)', '야당', '유료방송정책', '인터넷감독', '케이블TV', '방송통신위원회', '방송채널사용사업자', '패스트트랙', '정보화추진전략']"
2210139,대통령기록물 관리에 관한 법률 일부개정법률안,2025-04-25,"['박주민', '강선우', '김남근', '김남희', '김영환', '김우영', '김태선', '이강일', '이해식', '전현희', '채현일']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2W5E0F4D2D4C1D8B2B0R2S1Q9Q5P4,1,,제안이유 및 주요내용\n현행법은 대통령기록물의 보호ㆍ보존을 위하여 열람ㆍ사본제작 등을 허용하지 아니하거나 자료제출의 요구에 응하지 아니할 수 있는 보호기간을 정할 수 있도록 함.\n그런데 대통령이 탄핵소추의 의결을 받은 경우에 대하여는 별도의 규정이 없어 헌법이나 법률을 위배한 증거가 될 수 있는 대통령기록물을 어떻게 보호할지에 대하여 보완이 필요하다는 의견이 있음.\n이에 대통령이 탄핵소추의 의결을 받은 경우에 국무총리 소속으로 대통령기록관리특별위원회를 설치하여 대통령기록물의 보호기간 지정 및 해제를 심의ㆍ의결하도록 함(제20조의3 신설 등).,"['탄핵', '보증', '시정조치', '대통령', '정치적검열', '탄핵소추', '정치적논란', '보호']"
2210138,토양환경보전법 일부개정법률안,2025-04-25,"['박찬대', '김용만', '김윤덕', '노종면', '맹성규', '유동수', '이춘석', '이훈기', '임호선', '허종식']","['더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당', '더불어민주당']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_W2U5V0T4U1B8C1B0Z4Z8X3Y2G2H6F7,1,,"제안이유 및 주요내용\n현행법은 토양오염도 검사 결과 토양오염우려기준을 초과한 경우 등에는, 해당 토지의 정화책임자 및 특정토양오염관리시설의 설치자에게 오염토양 정화조치를 명할 수 있고 이를 이행하지 않을 경우 2년 이하의 징역 또는 2천만 원 이하의 벌금에 처하도록 규정하고 있음.\n그런데 현행법에 따른 처벌 수준이 토양정화 비용과 비교하여 현저히 낮아, 일부 정화책임자 등은 장기간 정화조치 명령을 이행하지 않고 벌금을 납부하거나, 정화 작업을 악의적으로 중단 및 재개하는 등의 편법을 통해 실질적으로 정화의무를 회피하는 문제가 발생하고 있음.\n이에 오염된 토양에 대한 정화조치를 이행하지 않는 정화책임자 및 특정토양오염관리대상시설의 설치자에게 이행강제금을 부과할 수 있도록 하여 토양정화조치 명령의 실효성을 확보함으로써 토양생태계 보전에 기여하려는 것임(안 제27조의2 신설).","['시정조치', '징계안', '중금속오염', '징역', '제도적장치', '곰팡이', '벌금', '토양오염', '환경오염', '토양']"
2210137,범죄피해자 보호법 일부개정법률안,2025-04-25,"['김도읍', '구자근', '김성원', '김희정', '박성훈', '이헌승', '인요한', '장동혁', '조배숙', '조지연']","['국민의힘', '국민의힘', '국민의힘', '국민의힘', '국민의힘', '국민의힘', '국민의힘', '국민의힘', '국민의힘', '국민의힘']",https://likms.assembly.go.kr/bill/billDetail.do?billId=PRC_V2D5E0C4C2B2Z1A0I2J0H3F6G2E7F7,1,,제안이유 및 주요내용\n현재 부처별ㆍ기관별로 분산되어 있는 범죄피해자에 대한 법률ㆍ경제ㆍ심리ㆍ고용ㆍ복지ㆍ금융 등의 다양한 지원 제도를 한 공간에서 종합적으로 제공함으로써 범죄피해자의 복지 증진에 기여하기 위하여 범죄피해자 통합지원센터의 설치ㆍ운영 근거를 마련하려는 것임(안 제11조의3).,"['보상청구권', '권익보호', '범죄피해자', '피해자', '심리', '보호', '복지']"
